Dot Point Measurements

Generated: Tuesday 24 January 2023 14:53:07

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	BROAD	MORPHOLOGY	TYPE	RELIEF	CODE				Radius %
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		836	925													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				9.1
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		866	1635													10	1					Unknown								61.2
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		823	479													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				53.1
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		1050	1549													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				56.3
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		755	8													10	1					Unknown								100.0
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		1038	518													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				52.6
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		903	470													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				54.1
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		620	1747													10	1					Unknown								75.7
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		864	844													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				17.0
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		1026	669													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				38.4
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		585	1539													10	1					Unknown								57.9
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		881	1410													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				39.0
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		1005	1553													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				55.2
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		963	1517													10	1					Hydroids				11001000				50.7
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		750	1523													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				51.1
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		895	752													10	1					Unconsolidated	Sand	mud (fine sand)		82001015				26.4
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		798	1127													10	1					Unknown								12.2
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		1028	1164													10	1					Invertebrate Complex	Complex 1							22.9
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		633	229													10	1					Unknown								80.6
10_1_01_Left_MAH00329.MP4_0043644.jpg	      0		683	657													10	1					Unknown								39.1
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		793	715													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				19.8
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		809	415													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				54.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		690	1190													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				37.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		636	1646													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				91.2
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		717	614													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				32.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		640	535													11	1					Unknown								44.8
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		735	1134													11	1					Unknown								30.1
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		881	815													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				12.7
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		728	1326													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				52.4
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		600	1265													11	1					Unknown								50.2
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		564	714													11	1					Unknown								33.8
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		982	467													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				53.4
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		869	1022													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				18.2
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		917	971													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				17.4
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		912	183													11	1					Unconsolidated	Sand	mud (fine sand)		82001015				83.1
