Dot Point Measurements

Generated: Monday 06 July 2026 14:36:47

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	Frame info 1	Frame info 2	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers	check		Radius %
npz6.1.jpg	      0		927	1132																			Substrate	Consolidated (Hard)	Rock		Open	82001002			47.1
npz6.1.jpg	      0		147	316																			Substrate	Consolidated (Hard)	Rock		Open	82001002			79.1
npz6.1.jpg	      0		988	833																			Substrate	Consolidated (Hard)	Rock		Open	82001002			47.8
npz6.1.jpg	      0		601	1434																			Substrate	Consolidated (Hard)	Rock		Open	82001002			57.5
npz6.1.jpg	      0		58	539																			Substrate	Consolidated (Hard)	Rock		Open	82001002			68.2
npz6.1.jpg	      0		523	518																			Substrate	Consolidated (Hard)	Rock		Open	82001002			43.1
npz6.1.jpg	      0		393	666																			Substrate	Consolidated (Hard)	Rock		Open	82001002			32.3
npz6.1.jpg	      0		38	1203																			Substrate	Consolidated (Hard)	Rock		Open	82001002			65.2
npz6.1.jpg	      0		272	595																			Substrate	Consolidated (Hard)	Rock		Open	82001002			46.7
npz6.1.jpg	      0		901	1680																			Substrate	Consolidated (Hard)	Rock		Open	82001002			92.2
npz6.1.jpg	      0		420	665																			Substrate	Consolidated (Hard)	Rock		Open	82001002			30.8
npz6.1.jpg	      0		330	1635																			Substrate	Consolidated (Hard)	Rock		Open	82001002			83.1
npz6.1.jpg	      0		145	97																			Unscorable				Open	1			99.8
npz6.1.jpg	      0		391	1192																			Substrate	Consolidated (Hard)	Rock		Open	82001002			35.8
npz6.1.jpg	      0		751	1402																			Substrate	Consolidated (Hard)	Rock		Open	82001002			57.8
npz6.1.jpg	      0		470	1024																			Substrate	Consolidated (Hard)	Rock		Open	82001002			15.7
npz6.1.jpg	      0		73	347																			Substrate	Consolidated (Hard)	Rock		Open	82001002			81.4
npz6.1.jpg	      0		805	324																			Substrate	Consolidated (Hard)	Rock		Open	82001002			69.6
npz6.1.jpg	      0		1050	670																			Substrate	Consolidated (Hard)	Rock		Open	82001002			60.0
npz6.1.jpg	      0		679	1786																			Substrate	Consolidated (Hard)	Rock		Open	82001002			96.7
npz6.1.jpg	      0		1048	139																			Unscorable				Open	1			100.0
npz6.1.jpg	      0		1061	1196																			Substrate	Consolidated (Hard)	Rock		Open	82001002			63.2
npz6.1.jpg	      0		895	534																			Substrate	Consolidated (Hard)	Rock		Open	82001002			55.3
npz6.1.jpg	      0		620	1341																			Substrate	Consolidated (Hard)	Rock		Open	82001002			47.6
npz6.1.jpg	      0		370	1499																			Substrate	Consolidated (Hard)	Rock		Open	82001002			67.6
npz6.10.jpg	      0		282	1108																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			40.3
npz6.10.jpg	      0		891	297																			Unscorable				Open	1			88.0
npz6.10.jpg	      0		955	1366																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			45.0
npz6.10.jpg	      0		331	1337																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			44.8
npz6.10.jpg	      0		1027	1446																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			56.6
npz6.10.jpg	      0		729	207																			Unscorable				Open	1			94.2
npz6.10.jpg	      0		759	1061																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			11.4
npz6.10.jpg	      0		972	1480																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			55.4
npz6.10.jpg	      0		883	584																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			58.7
npz6.10.jpg	      0		567	629																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			49.3
npz6.10.jpg	      0		415	1155																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			27.2
npz6.10.jpg	      0		480	801																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			35.3
npz6.10.jpg	      0		244	1353																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			53.4
npz6.10.jpg	      0		425	499																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			67.2
npz6.10.jpg	      0		369	1465																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			52.0
npz6.10.jpg	      0		1053	1913																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			100.0
npz6.10.jpg	      0		595	605																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			51.4
npz6.10.jpg	      0		769	795																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			32.8
npz6.10.jpg	      0		9	1562																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			87.2
npz6.10.jpg	      0		1004	1866																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			93.1
npz6.10.jpg	      0		787	975																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			18.1
npz6.10.jpg	      0		26	1562																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			85.7
npz6.10.jpg	      0		962	718																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			51.1
npz6.10.jpg	      0		893	1221																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			30.1
npz6.10.jpg	      0		937	924																			Unscorable				Limited	1			34.7
npz6.11.jpg	      0		789	125																			Substrate	Consolidated (Hard)	Rock		Open	82001002			69.1
npz6.11.jpg	      0		903	958																			Substrate	Consolidated (Hard)	Rock		Open	82001002			41.3
npz6.11.jpg	      0		178	962																			Substrate	Consolidated (Hard)	Rock		Open	82001002			29.1
npz6.11.jpg	      0		40	1251																			Substrate	Consolidated (Hard)	Rock		Open	82001002			54.9
npz6.11.jpg	      0		110	50																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			76.6
npz6.11.jpg	      0		321	1752																			Substrate	Consolidated (Hard)	Rock		Open	82001002			85.2
npz6.11.jpg	      0		407	587																			Substrate	Consolidated (Hard)	Rock		Open	82001002			21.6
npz6.11.jpg	      0		136	1342																			Sponges	Crusts	Encrusting		Open	10000902			55.8
npz6.11.jpg	      0		252	292																			Macroalgae	Erect Fine Branching	Green	Caulerpa Spp	Open	80300909			51.4
npz6.11.jpg	      0		875	1640																			Substrate	Consolidated (Hard)	Rock		Open	82001002			82.8
npz6.11.jpg	      0		1062	1224																			Substrate	Consolidated (Hard)	Rock		Open	82001002			65.0
npz6.11.jpg	      0		986	427																			Substrate	Consolidated (Hard)	Rock		Open	82001002			58.7
npz6.11.jpg	      0		320	808																			Macroalgae	Erect Coarse Branching	Red	Foliose	Open	80300906			13.2
npz6.11.jpg	      0		663	1039																			Substrate	Consolidated (Hard)	Rock		Open	82001002			26.6
npz6.11.jpg	      0		882	381																			Substrate	Consolidated (Hard)	Rock		Open	82001002			54.5
npz6.11.jpg	      0		218	39																			Substrate	Consolidated (Hard)	Rock		Open	82001002			73.9
npz6.11.jpg	      0		861	1736																			Substrate	Consolidated (Hard)	Rock		Open	82001002			90.1
npz6.11.jpg	      0		328	524																			Sponges	Massive Forms	Simple		Open	10000904			29.5
npz6.11.jpg	      0		395	1269																			Substrate	Consolidated (Hard)	Rock		Open	82001002			41.1
npz6.11.jpg	      0		42	18																			Substrate	Consolidated (Hard)	Rock		Open	82001002			81.8
npz6.11.jpg	      0		37	1840																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			100.0
npz6.11.jpg	      0		743	294																			Substrate	Consolidated (Hard)	Rock		Open	82001002			53.6
npz6.11.jpg	      0		297	391																			Sponges	Massive Forms	Simple		Open	10000904			41.5
npz6.11.jpg	      0		181	1448																			Sponges	Crusts	Encrusting		Open	10000902			62.4
npz6.11.jpg	      0		641	81																			Substrate	Consolidated (Hard)	Rock		Open	82001002			68.5
npz6.12.jpg	      0		820	840																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			29.1
npz6.12.jpg	      0		1041	1163																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			44.8
npz6.12.jpg	      0		565	1230																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			19.6
npz6.12.jpg	      0		112	270																			Unscorable				Open	1			92.6
npz6.12.jpg	      0		811	980																			Unscorable				Limited	1			20.8
npz6.12.jpg	      0		413	68																			Unscorable				Open	1			100.0
npz6.12.jpg	      0		952	1220																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			38.6
npz6.12.jpg	      0		1030	1653																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			74.7
npz6.12.jpg	      0		386	913																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			26.2
npz6.12.jpg	      0		881	755																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			39.5
npz6.12.jpg	      0		681	1377																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			34.6
npz6.12.jpg	      0		330	226																			Unscorable				Open	1			86.9
npz6.12.jpg	      0		62	731																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			63.6
npz6.12.jpg	      0		1018	672																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			55.2
npz6.12.jpg	      0		699	1736																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			70.6
npz6.12.jpg	      0		60	801																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			60.8
npz6.12.jpg	      0		621	132																			Unscorable				Open	1			91.6
npz6.12.jpg	      0		976	1820																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			86.7
